gene_id,gene_name,library
ENSG00000162542.13,TMCO4,gc26
ENSG00000178828.6,RNF186,gc26
ENSG00000235434.1,RP11-91K11.2,gc26
ENSG00000169914.5,OTUD3,gc26
ENSG00000188784.4,PLA2G2E,gc26
ENSG00000242688.3,RN7SL304P,gc26
ENSG00000188257.10,PLA2G2A,gc26
ENSG00000127472.10,PLA2G5,gc26
ENSG00000117215.14,PLA2G2D,gc26
ENSG00000158786.4,PLA2G2F,gc26
ENSG00000227066.1,RP3-340N1.2,gc26
ENSG00000187980.6,PLA2G2C,gc26
ENSG00000225986.1,UBXN10-AS1,gc26
ENSG00000162543.5,UBXN10,gc26
ENSG00000228105.1,LINC01757,gc26
ENSG00000158816.15,VWA5B1,gc26
ENSG00000226664.1,RP4-745E8.2,gc26
ENSG00000236963.6,LINC01141,gc26
ENSG00000226487.1,RP4-749H3.2,gc26
ENSG00000162545.5,CAMK2N1,gc26
ENSG00000090432.6,MUL1,gc26
ENSG00000215520.3,RPS4XP4,gc26
ENSG00000183114.7,FAM43B,gc26
ENSG00000158825.5,CDA,gc26
ENSG00000158828.7,PINK1,gc26
ENSG00000284005.1,MIR6084,gc26
ENSG00000117242.7,PINK1-AS,gc26
ENSG00000244038.9,DDOST,gc26
ENSG00000117245.12,KIF17,gc26
ENSG00000235432.1,RP5-930J4.5,gc26
ENSG00000189410.11,SH2D5,gc26
ENSG00000233069.1,RP5-930J4.2,gc26
ENSG00000127483.17,HP1BP3,gc26
ENSG00000075151.20,EIF4G3,gc26
ENSG00000251914.1,RNU7-200P,gc26
ENSG00000221808.1,MIR1256,gc26
ENSG00000233072.1,RPS15AP6,gc26
ENSG00000236073.2,RP11-487E1.2,gc26
ENSG00000235112.1,HSPE1P27,gc26
ENSG00000117298.14,ECE1,gc26
ENSG00000236936.1,RP3-329E20.2,gc26
ENSG00000231105.1,RP5-1071N3.1,gc26
ENSG00000236216.5,PPP1R11P1,gc26
ENSG00000228823.1,RP11-293F5.8,gc26
ENSG00000236009.1,RP11-293F5.1,gc26
ENSG00000227001.3,NBPF2P,gc26
ENSG00000187952.9,HS6ST1P1,gc26
ENSG00000186543.7,CROCCP5,gc26
ENSG00000142794.18,NBPF3,gc26
ENSG00000176378.8,PFN1P10,gc26
ENSG00000162551.13,ALPL,gc26
ENSG00000233431.1,RP11-63N8.3,gc26
ENSG00000076864.19,RAP1GAP,gc26
ENSG00000090686.15,USP48,gc26
ENSG00000231978.2,RP11-132G19.3,gc26
ENSG00000187942.11,LDLRAD2,gc26
ENSG00000142798.17,HSPG2,gc26
ENSG00000232037.3,RP11-26H16.1,gc26
ENSG00000283234.1,RP11-26H16.4,gc26
ENSG00000219073.7,CELA3B,gc26
ENSG00000273610.1,RN7SL386P,gc26
ENSG00000201919.1,RNU6-1022P,gc26
ENSG00000142789.19,CELA3A,gc26
ENSG00000278124.1,RN7SL186P,gc26
ENSG00000201273.1,RNU6-776P,gc26
ENSG00000228397.2,LINC01635,gc26
ENSG00000218510.6,LINC00339,gc26
ENSG00000070831.15,CDC42,gc26
ENSG00000230068.2,CDC42-IT1,gc26
ENSG00000271428.1,RP1-224A6.8,gc26
ENSG00000271840.1,RP1-224A6.9,gc26
ENSG00000162552.14,WNT4,gc26
ENSG00000266564.1,MIR4418,gc26
ENSG00000234397.3,RP11-415K20.1,gc26
ENSG00000279625.1,RP11-415K20.2,gc26
ENSG00000184677.16,ZBTB40,gc26
ENSG00000237200.1,ZBTB40-IT1,gc26
ENSG00000070886.11,EPHA8,gc26
ENSG00000276835.2,MIR6127,gc26
ENSG00000173372.16,C1QA,gc26
ENSG00000159189.11,C1QC,gc26
ENSG00000173369.15,C1QB,gc26
ENSG00000133216.16,EPHB2,gc26
ENSG00000265422.1,MIR4684,gc26
ENSG00000225952.1,RP11-69E9.1,gc26
ENSG00000264014.1,MIR4253,gc26
ENSG00000215906.8,LACTBL1,gc26
ENSG00000227868.5,C1orf234,gc26
ENSG00000004487.15,KDM1A,gc26
ENSG00000240553.1,RP1-184J9.2,gc26
ENSG00000263793.1,MIR3115,gc26
ENSG00000266802.1,MIR4419A,gc26
ENSG00000169641.13,LUZP1,gc26
ENSG00000229010.1,RP5-979D14.1,gc26
ENSG00000206935.1,RNU6-514P,gc26
ENSG00000252578.1,RNU6-135P,gc26
ENSG00000179546.4,HTR1D,gc26
ENSG00000215381.3,RP5-1057J7.1,gc26
ENSG00000261326.2,LINC01355,gc26
ENSG00000125944.18,HNRNPR,gc26
ENSG00000125945.14,ZNF436,gc26
ENSG00000249087.6,ZNF436-AS1,gc26
ENSG00000201405.1,Y_RNA,gc26
ENSG00000271420.1,RP5-1057J7.7,gc26
ENSG00000204219.9,TCEA3,gc26
ENSG00000232482.2,RP4-654C18.1,gc26
ENSG00000088280.18,ASAP3,gc26
ENSG00000007968.6,E2F2,gc26
ENSG00000235052.1,RP1-150O5.3,gc26
ENSG00000117318.8,ID3,gc26
ENSG00000197880.8,MDS2,gc26
ENSG00000229239.2,RP11-223J15.2,gc26
ENSG00000142676.12,RPL11,gc26
ENSG00000011007.12,ELOA,gc26
ENSG00000236810.5,ELOA-AS1,gc26
ENSG00000057757.9,PITHD1,gc26
ENSG00000011009.10,LYPLA2,gc26
ENSG00000117308.14,GALE,gc26
ENSG00000117305.14,HMGCL,gc26
ENSG00000179163.11,FUCA1,gc26
ENSG00000188822.7,CNR2,gc26
ENSG00000229106.1,BTBD6P1,gc26
ENSG00000232557.3,RP11-4M23.3,gc26
ENSG00000264926.1,MIR378F,gc26
ENSG00000230228.2,RP11-4M23.4,gc26
ENSG00000189266.11,PNRC2,gc26
ENSG00000188529.14,SRSF10,gc26
ENSG00000215905.4,RP11-4M23.7,gc26
ENSG00000225315.2,RP11-293P20.2,gc26
ENSG00000142661.18,MYOM3,gc26
ENSG00000230703.1,RP11-293P20.4,gc26
ENSG00000142677.3,IL22RA1,gc26
ENSG00000185436.11,IFNLR1,gc26
ENSG00000230023.2,RP11-10N16.2,gc26
ENSG00000232298.2,RP11-10N16.3,gc26
ENSG00000158055.15,GRHL3,gc26
ENSG00000001460.17,STPG1,gc26
ENSG00000001461.16,NIPAL3,gc26
ENSG00000117602.11,RCAN3,gc26
ENSG00000264443.1,RP4-594I10.3,gc26
ENSG00000184454.6,NCMAP,gc26
ENSG00000227312.2,RP11-496D1.2,gc26
ENSG00000239106.1,Y_RNA,gc26
ENSG00000133226.16,SRRM1,gc26
ENSG00000169504.14,CLIC4,gc26
ENSG00000238482.1,RNU6-1208P,gc26
ENSG00000020633.18,RUNX3,gc26
ENSG00000278034.1,MIR6731,gc26
ENSG00000229162.1,RP11-84D1.1,gc26
ENSG00000261025.1,RP11-84D1.2,gc26
ENSG00000264371.1,MIR4425,gc26
ENSG00000233755.1,RP4-799D16.1,gc26
ENSG00000233419.3,RP4-781L3.1,gc26
ENSG00000231953.2,RP4-706G24.1,gc26
ENSG00000117614.9,SYF2,gc26
ENSG00000117616.17,RSRP1,gc26
ENSG00000272432.1,RP3-465N24.6,gc26
ENSG00000261349.1,RP3-465N24.5,gc26
ENSG00000187010.19,RHD,gc26
ENSG00000224183.1,SDHDP6,gc26
ENSG00000259984.1,RP11-335G20.7,gc26
ENSG00000183726.10,TMEM50A,gc26
ENSG00000188672.17,RHCE,gc26
ENSG00000238084.4,RP3-469D22.1,gc26
ENSG00000204178.9,TMEM57,gc26
ENSG00000157978.11,LDLRAP1,gc26
ENSG00000225643.1,RP11-70P17.1,gc26
ENSG00000117643.14,MAN1C1,gc26
ENSG00000233478.1,RP1-187B23.1,gc26
ENSG00000162430.16,SELENON,gc26
ENSG00000255054.3,RP1-317E23.6,gc26
ENSG00000228172.5,RP1-317E23.3,gc26
ENSG00000117640.17,MTFR1L,gc26
ENSG00000272478.1,RP1-317E23.7,gc26
ENSG00000127423.10,AUNIP,gc26
ENSG00000236528.1,RP1-125I3.2,gc26
ENSG00000182749.5,PAQR7,gc26
ENSG00000207302.1,Y_RNA,gc26
ENSG00000117632.22,STMN1,gc26
ENSG00000229786.1,SNRPFP2,gc26
ENSG00000223624.1,RP1-125I3.4,gc26
ENSG00000283938.1,MIR3917,gc26
ENSG00000158006.13,PAFAH2,gc26
ENSG00000207237.1,RNU6-110P,gc26
ENSG00000252190.1,SCARNA17,gc26
ENSG00000252691.1,SCARNA18,gc26
ENSG00000158008.9,EXTL1,gc26
ENSG00000158014.14,SLC30A2,gc26
ENSG00000284309.1,RP11-96L14.9,gc26
ENSG00000158022.6,TRIM63,gc26
ENSG00000175087.9,PDIK1L,gc26
ENSG00000197245.5,FAM110D,gc26
ENSG00000282872.1,RP11-96L14.8,gc26
ENSG00000236782.6,RP11-96L14.7,gc26
ENSG00000142684.8,ZNF593,gc26
ENSG00000142675.17,CNKSR1,gc26
ENSG00000188782.8,CATSPER4,gc26
ENSG00000236155.6,RP11-231P20.2,gc26
ENSG00000278572.1,RP11-231P20.6,gc26
ENSG00000130695.14,CEP85,gc26
ENSG00000270733.1,RP11-231P20.5,gc26
ENSG00000142669.14,SH3BGRL3,gc26
ENSG00000158062.20,UBXN11,gc26
ENSG00000169442.8,CD52,gc26
ENSG00000176092.14,AIM1L,gc26
ENSG00000225854.2,RP11-569G9.7,gc26
ENSG00000176083.17,ZNF683,gc26
ENSG00000131914.10,LIN28A,gc26
ENSG00000117682.16,DHDDS,gc26
ENSG00000223583.1,RP3-476K8.4,gc26
ENSG00000225891.1,RP3-476K8.3,gc26
ENSG00000198830.10,HMGN2,gc26
ENSG00000224129.1,DPPA2P2,gc26
ENSG00000117676.13,RPS6KA1,gc26
ENSG00000238705.1,MIR1976,gc26
ENSG00000243905.3,RN7SL679P,gc26
ENSG00000252802.1,Y_RNA,gc26
ENSG00000252429.2,RNU7-29P,gc26
ENSG00000229247.2,RP11-492M19.3,gc26
ENSG00000238316.1,snoU13,gc26
ENSG00000235069.2,RP4-785J1.1,gc26
ENSG00000260063.1,RP5-968P14.2,gc26
ENSG00000117713.18,ARID1A,gc26
ENSG00000060642.10,PIGV,gc26
ENSG00000241188.3,RN7SL165P,gc26
ENSG00000204160.11,ZDHHC18,gc26
ENSG00000175793.11,SFN,gc26
ENSG00000226698.1,RP1-50O24.6,gc26
ENSG00000142751.14,GPN2,gc26
ENSG00000198746.12,GPATCH3,gc26
ENSG00000090273.13,NUDC,gc26
ENSG00000131910.4,NR0B2,gc26
ENSG00000175707.8,KDF1,gc26
ENSG00000172746.6,RPL12P13,gc26
ENSG00000224064.1,RP11-344H11.5,gc26
ENSG00000225294.1,OSTCP2,gc26
ENSG00000253368.3,TRNP1,gc26
ENSG00000158246.7,FAM46B,gc26
ENSG00000090020.10,SLC9A1,gc26
ENSG00000229985.2,RP11-40H20.5,gc26
ENSG00000214973.3,CHCHD3P3,gc26
ENSG00000225159.1,NPM1P39,gc26
ENSG00000225990.2,SNRPEP7,gc26
ENSG00000224311.1,RP11-40H20.4,gc26
ENSG00000142784.15,WDTC1,gc26
ENSG00000252098.1,Y_RNA,gc26
ENSG00000243659.1,RP11-4K3__A.3,gc26
ENSG00000186501.14,TMEM222,gc26
ENSG00000206888.1,RNU6-48P,gc26
ENSG00000241547.1,ACTG1P20,gc26
ENSG00000142765.17,SYTL1,gc26
ENSG00000142733.14,MAP3K6,gc26
ENSG00000142748.12,FCN3,gc26
ENSG00000174950.10,CD164L2,gc26
ENSG00000231207.1,RP1-144C9.2,gc26
ENSG00000181773.6,GPR3,gc26
ENSG00000158195.10,WASF2,gc26
ENSG00000241169.1,RP4-752I6.1,gc26
ENSG00000237429.1,RP1-159A19.4,gc26
ENSG00000126705.13,AHDC1,gc26
ENSG00000000938.12,FGR,gc26
ENSG00000235912.1,RP1-159A19.3,gc26
ENSG00000233975.1,RP11-288L9.1,gc26
ENSG00000126709.14,IFI6,gc26
ENSG00000225886.3,RP11-288L9.4,gc26
ENSG00000206767.1,RNU6-949P,gc26
ENSG00000226662.2,CHMP1AP1,gc26
ENSG00000207095.1,RNU6-424P,gc26
ENSG00000009780.15,FAM76A,gc26
ENSG00000231344.1,RP3-426I6.2,gc26
ENSG00000230833.1,RPEP3,gc26
ENSG00000117758.13,STX12,gc26
ENSG00000269971.1,RP3-426I6.5,gc26
ENSG00000270031.1,RP3-426I6.6,gc26
ENSG00000223062.1,RNU6-1245P,gc26
ENSG00000117751.17,PPP1R8,gc26
ENSG00000252947.1,SCARNA1,gc26
ENSG00000130775.15,THEMIS2,gc26
ENSG00000117748.9,RPA2,gc26
ENSG00000130768.14,SMPDL3B,gc26
ENSG00000227050.1,RP11-460I13.2,gc26
ENSG00000158156.7,XKR8,gc26
ENSG00000158161.15,EYA3,gc26
ENSG00000238231.2,RP11-460I13.6,gc26
ENSG00000240750.3,RN7SL559P,gc26
ENSG00000228589.3,SPCS2P4,gc26
ENSG00000228943.1,RP5-1053E7.2,gc26
ENSG00000214812.3,RP5-1053E7.3,gc26
ENSG00000253005.1,RNU6-176P,gc26
ENSG00000169403.11,PTAFR,gc26
ENSG00000126698.10,DNAJC8,gc26
ENSG00000130770.17,ATPIF1,gc26
ENSG00000270605.1,RP5-1092A3.4,gc26
ENSG00000271398.1,RP5-1092A3.5,gc26
ENSG00000130766.4,SESN2,gc26
ENSG00000130772.13,MED18,gc26
ENSG00000204138.12,PHACTR4,gc26
ENSG00000206779.1,Y_RNA,gc26
ENSG00000229820.2,RP1-308E4.1,gc26
ENSG00000221216.1,RNU6ATAC27P,gc26
ENSG00000180198.15,RCC1,gc26
ENSG00000242125.3,SNHG3,gc26
ENSG00000274266.1,SNORA73A,gc26
ENSG00000200087.1,SNORA73B,gc26
ENSG00000231468.2,PRDX3P2,gc26
ENSG00000279443.1,RP4-669K10.8,gc26
ENSG00000180098.9,TRNAU1AP,gc26
ENSG00000197989.13,SNHG12,gc26
ENSG00000221539.1,SNORD99,gc26
ENSG00000278274.1,SNORA61,gc26
ENSG00000273544.1,SNORA44,gc26
ENSG00000280498.1,SNORA16A,gc26
ENSG00000274582.1,SNORA16A,gc26
ENSG00000120656.11,TAF12,gc26
ENSG00000188060.7,RAB42,gc26
ENSG00000229388.1,LINC01715,gc26
ENSG00000270103.3,RNU11,gc26
ENSG00000274978.1,RNU11,gc26
ENSG00000162419.12,GMEB1,gc26
ENSG00000252777.1,SCARNA24,gc26
ENSG00000198492.15,YTHDF2,gc26
ENSG00000116329.10,OPRD1,gc26
ENSG00000233427.1,RP1-212P9.3,gc26
ENSG00000199756.1,Y_RNA,gc26
ENSG00000159023.19,EPB41,gc26
ENSG00000225616.2,RP4-604A21.1,gc26
ENSG00000206704.1,Y_RNA,gc26
ENSG00000277958.1,Metazoa_SRP,gc26
ENSG00000253304.1,TMEM200B,gc26
ENSG00000225750.1,RP11-242O24.3,gc26
ENSG00000116350.16,SRSF4,gc26
ENSG00000277916.1,uc_338,gc26
ENSG00000116353.15,MECR,gc26
ENSG00000237934.1,RP11-467D18.2,gc26
ENSG00000060656.19,PTPRU,gc26
ENSG00000230523.1,LINC01756,gc26
ENSG00000225011.4,RP11-810H18.1,gc26
ENSG00000228176.1,RP4-656G21.1,gc26
ENSG00000270927.1,RP11-179G8.1,gc26
ENSG00000233399.2,LINC01648,gc26
ENSG00000233372.1,RP5-893G23.1,gc26
ENSG00000231251.1,RP3-357I16.1,gc26
ENSG00000236335.1,RP4-591L5.1,gc26
ENSG00000231949.1,RP4-591L5.2,gc26
ENSG00000162510.5,MATN1,gc26
ENSG00000186056.9,MATN1-AS1,gc26
ENSG00000162511.7,LAPTM5,gc26
ENSG00000264773.1,MIR4420,gc26
ENSG00000229607.1,RP5-1125N11.1,gc26
ENSG00000223382.4,LINC01778,gc26
ENSG00000222784.1,RN7SKP91,gc26
ENSG00000235143.1,RP1-65J11.5,gc26
ENSG00000162512.15,SDC3,gc26
ENSG00000266210.2,RN7SL371P,gc26
ENSG00000134644.15,PUM1,gc26
ENSG00000237329.2,RP11-201O14.1,gc26
ENSG00000232768.1,RP11-201O14.2,gc26
ENSG00000215900.4,SELENOWP1,gc26
ENSG00000225142.2,RP11-490K7.1,gc26
ENSG00000084628.9,NKAIN1,gc26
ENSG00000060688.12,SNRNP40,gc26
ENSG00000229447.2,RP11-490K7.4,gc26
ENSG00000121766.15,ZCCHC17,gc26
ENSG00000229044.1,RP11-266K22.2,gc26
ENSG00000121769.7,FABP3,gc26
ENSG00000168528.11,SERINC2,gc26
ENSG00000215899.3,RP11-439L8.2,gc26
ENSG00000206981.1,RNU6-40P,gc26
ENSG00000260386.6,LINC01225,gc26
ENSG00000265961.1,Y_RNA,gc26
ENSG00000284543.1,LINC01226,gc26
ENSG00000229167.1,RP11-73M7.1,gc26
ENSG00000142910.15,TINAGL1,gc26
ENSG00000121764.11,HCRTR1,gc26
ENSG00000162517.12,PEF1,gc26
ENSG00000235790.7,RP11-73M7.6,gc26
ENSG00000264078.1,RP11-73M7.9,gc26
ENSG00000084636.17,COL16A1,gc26
ENSG00000121753.12,ADGRB2,gc26
ENSG00000266580.1,MIR4254,gc26
ENSG00000254545.1,RP11-84A19.3,gc26
ENSG00000134668.12,SPOCD1,gc26
ENSG00000203620.2,RP11-84A19.2,gc26
ENSG00000269967.1,RP11-84A19.4,gc26
ENSG00000184007.18,PTP4A2,gc26
ENSG00000228634.1,RP4-534N18.2,gc26
ENSG00000121774.17,KHDRBS1,gc26
ENSG00000203325.3,RP11-277A4.4,gc26
ENSG00000121775.17,TMEM39B,gc26
ENSG00000266203.1,MIR5585,gc26
ENSG00000276493.1,Metazoa_SRP,gc26
ENSG00000025800.13,KPNA6,gc26
ENSG00000250135.1,RP4-622L5.2,gc26
ENSG00000084652.15,TXLNA,gc26
ENSG00000160050.14,CCDC28B,gc26
ENSG00000224066.1,RP4-622L5.7,gc26
ENSG00000160051.11,IQCC,gc26
ENSG00000222046.2,DCDC2B,gc26
ENSG00000160055.19,TMEM234,gc26
ENSG00000084623.11,EIF3I,gc26
ENSG00000220785.7,MTMR9LP,gc26
ENSG00000183615.5,FAM167B,gc26
ENSG00000182866.16,LCK,gc26
ENSG00000277617.1,Metazoa_SRP,gc26
ENSG00000252450.1,Y_RNA,gc26
ENSG00000116478.11,HDAC1,gc26
ENSG00000175130.6,MARCKSL1,gc26
ENSG00000233775.1,RP4-811H24.9,gc26
ENSG00000162526.6,TSSK3,gc26
ENSG00000225828.1,FAM229A,gc26
ENSG00000160058.18,BSDC1,gc26
ENSG00000224333.1,GAPDHP20,gc26
ENSG00000270850.1,RP11-395N6.4,gc26
ENSG00000229259.1,LRRC37A12P,gc26
ENSG00000263529.2,RN7SL122P,gc26
ENSG00000254553.1,RP1-27O5.3,gc26
ENSG00000273274.1,ZBTB8B,gc26
ENSG00000160062.14,ZBTB8A,gc26
ENSG00000176261.15,ZBTB8OS,gc26
ENSG00000200591.1,Y_RNA,gc26
ENSG00000162521.18,RBBP4,gc26
ENSG00000162520.14,SYNC,gc26
ENSG00000224409.1,RP11-114B7.6,gc26
ENSG00000162522.10,KIAA1522,gc26
ENSG00000134684.10,YARS,gc26
ENSG00000116497.17,S100PBP,gc26
ENSG00000160097.16,FNDC5,gc26
ENSG00000121905.9,HPCA,gc26
ENSG00000121900.18,TMEM54,gc26
ENSG00000116514.16,RNF19B,gc26
ENSG00000278966.2,RP5-1174N9.2,gc26
ENSG00000217644.5,RP4-803A2.1,gc26
ENSG00000239670.1,RP4-803A2.2,gc26
ENSG00000236065.2,RP1-117O3.2,gc26
ENSG00000004455.16,AK2,gc26
ENSG00000276645.1,Metazoa_SRP,gc26
ENSG00000142920.16,AZIN2,gc26
ENSG00000278997.1,RP11-131M11.2,gc26
ENSG00000116525.13,TRIM62,gc26
ENSG00000279179.1,RP11-131M11.3,gc26
ENSG00000160094.14,ZNF362,gc26
ENSG00000270115.1,RP11-415J8.7,gc26
ENSG00000184389.9,A3GALT2,gc26
ENSG00000225313.5,RP11-415J8.3,gc26
ENSG00000134686.18,PHC2,gc26
ENSG00000284154.1,MIR3605,gc26
ENSG00000222112.1,RN7SKP16,gc26
ENSG00000233246.1,RP11-415J8.5,gc26
ENSG00000234512.1,TLR12P,gc26
ENSG00000121903.14,ZSCAN20,gc26
ENSG00000235907.2,RP4-580O19.2,gc26
ENSG00000121904.17,CSMD2,gc26
ENSG00000227000.2,HSPD1P14,gc26
ENSG00000176256.10,HMGB4,gc26
ENSG00000231163.5,CSMD2-AS1,gc26
ENSG00000201148.1,RNA5SP42,gc26
ENSG00000142698.14,C1orf94,gc26
ENSG00000270241.1,RP4-657M3.2,gc26
ENSG00000207941.1,MIR552,gc26
ENSG00000163866.8,SMIM12,gc26
ENSG00000189280.3,GJB5,gc26
ENSG00000189433.5,GJB4,gc26
ENSG00000255811.1,RP1-34M23.5,gc26
ENSG00000188910.7,GJB3,gc26
ENSG00000187513.8,GJA4,gc26
ENSG00000230163.1,RP5-997D16.2,gc26
ENSG00000116544.11,DLGAP3,gc26
ENSG00000241014.1,RP11-244H3.1,gc26
ENSG00000271741.1,RP11-244H3.4,gc26
ENSG00000243749.1,TMEM35B,gc26
ENSG00000163867.16,ZMYM6,gc26
ENSG00000233940.1,RPL12P45,gc26
ENSG00000197056.9,ZMYM1,gc26
ENSG00000228348.1,EFCAB14P1,gc26
ENSG00000116560.10,SFPQ,gc26
ENSG00000201868.1,Y_RNA,gc26
ENSG00000146463.11,ZMYM4,gc26
ENSG00000240374.3,RN7SL503P,gc26
ENSG00000201542.1,SNORA62,gc26
ENSG00000229994.1,RPL5P4,gc26
ENSG00000227409.1,ZMYM4-AS1,gc26
ENSG00000278702.1,Metazoa_SRP,gc26
ENSG00000142687.17,KIAA0319L,gc26
ENSG00000236274.1,RP4-728D4.3,gc26
ENSG00000020129.15,NCDN,gc26
ENSG00000239636.1,RP4-728D4.2,gc26
ENSG00000116819.6,TFAP2E,gc26
ENSG00000126067.11,PSMB2,gc26
ENSG00000142686.7,C1orf216,gc26
ENSG00000092853.13,CLSPN,gc26
ENSG00000232335.1,RP11-435D7.3,gc26
ENSG00000134698.10,AGO4,gc26
ENSG00000092847.11,AGO1,gc26
ENSG00000271164.1,RP4-789D17.4,gc26
ENSG00000271914.1,RP4-789D17.5,gc26
ENSG00000126070.19,AGO3,gc26
ENSG00000271554.1,RP4-665N4.8,gc26
ENSG00000232862.5,RP4-665N4.4,gc26
ENSG00000092850.11,TEKT2,gc26
ENSG00000116863.10,ADPRHL2,gc26
ENSG00000171812.12,COL8A2,gc26
ENSG00000054116.11,TRAPPC3,gc26
ENSG00000116871.15,MAP7D1,gc26
ENSG00000264592.2,RN7SL131P,gc26
ENSG00000054118.13,THRAP3,gc26
ENSG00000231849.1,UBE2V2P4,gc26
ENSG00000214193.10,SH3D21,gc26
ENSG00000142694.6,EVA1B,gc26
ENSG00000116883.8,RP11-268J15.5,gc26
ENSG00000196182.10,STK40,gc26
ENSG00000181817.5,LSM10,gc26
ENSG00000222821.1,RNU4-27P,gc26
ENSG00000116885.18,OSCP1,gc26
ENSG00000201448.1,SNORA63,gc26
ENSG00000116898.11,MRPS15,gc26
ENSG00000119535.17,CSF3R,gc26
ENSG00000230214.1,FTLP18,gc26
ENSG00000234481.1,RP4-614N24.1,gc26
ENSG00000163873.9,GRIK3,gc26
ENSG00000264698.1,MIR4255,gc26
ENSG00000207328.1,RNU6-636P,gc26
ENSG00000223944.1,RP5-1180C18.1,gc26
ENSG00000252368.1,RNA5SP43,gc26
ENSG00000230451.2,RPS29P6,gc26
ENSG00000233621.1,LINC01137,gc26
ENSG00000163874.10,ZC3H12A,gc26
ENSG00000283724.1,MIR6732,gc26
ENSG00000163875.15,MEAF6,gc26
ENSG00000263675.1,MIR5581,gc26
ENSG00000163877.10,SNIP1,gc26
ENSG00000232273.1,FTH1P1,gc26
ENSG00000237749.4,RP3-423B22.5,gc26
ENSG00000163879.10,DNALI1,gc26
ENSG00000134697.12,GNL2,gc26
ENSG00000169218.13,RSPO1,gc26
ENSG00000116922.14,C1orf109,gc26
ENSG00000134690.10,CDCA8,gc26
ENSG00000183317.16,EPHA10,gc26
ENSG00000200421.1,Y_RNA,gc26
ENSG00000214141.4,ACTN4P2,gc26
ENSG00000227416.2,RP11-109P14.2,gc26
ENSG00000185090.14,MANEAL,gc26
ENSG00000233728.1,RP11-109P14.9,gc26
ENSG00000196449.3,YRDC,gc26
ENSG00000197982.13,C1orf122,gc26
ENSG00000188786.9,MTF1,gc26
ENSG00000235673.1,RP11-109P14.8,gc26
ENSG00000230955.1,RP11-109P14.10,gc26
ENSG00000204084.12,INPP5B,gc26
ENSG00000252448.1,SNORA63,gc26
ENSG00000222282.1,RNU6-584P,gc26
ENSG00000277168.1,Metazoa_SRP,gc26
ENSG00000183431.11,SF3A3,gc26
ENSG00000212541.1,RNU6-510P,gc26
ENSG00000183386.9,FHL3,gc26
ENSG00000183520.11,UTP11,gc26
ENSG00000185668.7,POU3F1,gc26
ENSG00000224592.5,RP5-884C9.2,gc26
ENSG00000223589.2,RP5-884C9.3,gc26
ENSG00000265596.1,MIR3659,gc26
ENSG00000237290.1,LINC01343,gc26
ENSG00000275350.1,RP11-329N22.2,gc26
ENSG00000200796.1,RNU6-753P,gc26
ENSG00000238063.2,LINC01685,gc26
ENSG00000215895.4,RP11-334L9.1,gc26
ENSG00000116954.7,RRAGC,gc26
ENSG00000273637.1,RP5-864K19.7,gc26
ENSG00000228436.2,RP5-864K19.4,gc26
ENSG00000214114.8,MYCBP,gc26
ENSG00000274944.4,RP5-864K19.6,gc26
ENSG00000131233.9,GJA9,gc26
ENSG00000158315.10,RHBDL2,gc26
ENSG00000199963.1,RNU6-605P,gc26
ENSG00000207466.1,Y_RNA,gc26
ENSG00000235549.1,EIF1P2,gc26
ENSG00000174574.15,AKIRIN1,gc26
ENSG00000168653.10,NDUFS5,gc26
ENSG00000127603.23,MACF1,gc26
ENSG00000206654.1,RNU6-608P,gc26
ENSG00000222378.1,RNA5SP44,gc26
ENSG00000270040.1,RP11-416A14.1,gc26
ENSG00000226438.1,RP11-420K8.1,gc26
ENSG00000217897.2,HSPE1P8,gc26
ENSG00000183682.7,BMP8A,gc26
ENSG00000237624.1,OXCT2P1,gc26
ENSG00000182109.7,RP11-69E11.4,gc26
ENSG00000243970.1,PPIEL,gc26
ENSG00000090621.13,PABPC4,gc26
ENSG00000228060.1,RP11-69E11.8,gc26
ENSG00000201457.1,SNORA55,gc26
ENSG00000163909.7,HEYL,gc26
ENSG00000225903.1,RP1-144F13.3,gc26
ENSG00000116981.3,NT5C1A,gc26
ENSG00000116983.12,HPCAL4,gc26
ENSG00000084072.16,PPIE,gc26
ENSG00000225333.6,RP1-144F13.4,gc26
ENSG00000252413.1,RNU7-121P,gc26
ENSG00000116985.11,BMP8B,gc26
ENSG00000198754.5,OXCT2,gc26
ENSG00000261798.1,RP1-118J21.25,gc26
ENSG00000229213.1,RP1-118J21.24,gc26
ENSG00000043514.15,TRIT1,gc26
ENSG00000202222.1,Y_RNA,gc26
ENSG00000116990.10,MYCL,gc26
ENSG00000236546.1,RP1-118J21.5,gc26
ENSG00000207356.1,Y_RNA,gc26
ENSG00000168389.17,MFSD2A,gc26
ENSG00000228477.1,RP3-342P20.2,gc26
ENSG00000131236.16,CAP1,gc26
ENSG00000131238.16,PPT1,gc26
ENSG00000226745.2,RP11-115D7.3,gc26
ENSG00000117000.8,RLF,gc26
ENSG00000207508.1,RNU6-1237P,gc26
ENSG00000188800.5,TMCO2,gc26
ENSG00000259943.1,RP1-39G22.7,gc26
ENSG00000084073.8,ZMPSTE24,gc26
ENSG00000231296.1,RP1-39G22.4,gc26
ENSG00000049089.13,COL9A2,gc26
ENSG00000227311.3,RP1-228H13.1,gc26
ENSG00000084070.11,SMAP2,gc26
ENSG00000213172.3,RP1-228H13.2,gc26
